ID	Name
00001	قسم تحضيري
00002	روضة أطفال
00003	كتاتيب
10001	مرحلة أولىتعليــم أســاسى 
21001	مرحلة ثانية تعليــم أســاسى 
31101	ثـانـوي جــذع مشتـــرك 
31201	آداب
31202	رياضيات
31203	علوم تجريبية
31204	إقتصاد وتصرف
31205	تقــنـية
31210	م الآداب
31211	الآداب
31220	م العلوم
31221	الرياضيات
31222	العلوم التجريبية
31223	العلوم التقنية
31230	م تكنولوجيا الإعلامية
31231	علوم الإعلامية
31240	م الإقتصاد و الخدمات
31241	الإقتصاد و التصرف
31281	رياضة
31291	فنون
